PLOT_ID,AGMR,ANMR,loghillDivq0,logFDq0,loghillPDq0,logPC1,logPC2,DeadBioDmg,logm.SDI,logCVDBH,MATave,CMIave,logSA,y_m_x_m03
4000427,0.688408405461805,4.42253951803779,0.693147180559945,0.637911849173826,6.47712628335101,2.02830049623103,1.51949604642924,0.584795321637427,5.26771201489415,0.379819697188647,5.86579861111111,15.6284001828125,3.99224669219909,546.6_150.3
4000428,0.740906699599198,3.65289188826193,0.693147180559945,0.637911849173826,6.47712628335101,2.04842481577564,1.45717334879085,0,5.24659456817485,0.364466389227713,5.71388888888889,15.5519834263889,4.06044301054642,546.6_150.3
4000429,0.866805306801277,4.0057281432929,0.693147180559945,0.637911849173826,6.47712628335101,2.03530752065153,1.49837481322189,0.975609756097561,5.36844630546803,0.372618230936926,5.71545138888889,15.5600745808333,3.98470138477227,546.3_150.3
4000430,0.573207154152866,3.41013275556104,0.693147180559945,0.637911849173826,6.47712628335101,2.04499930563055,1.46815043165139,9.47368421052632,5.03310224838766,0.383356528842313,5.66545138888889,15.5288347699653,3.93427361436297,546.3_150.3
4000431,1.09060910766738,3.31261831071549,0.693147180559945,0.637911849173826,6.47712628335101,2.02118857715621,1.54034066845532,14,5.24866909754829,0.326382889731882,5.96857638888889,15.7191448550347,4.87450311977168,545.7_150.9
4000432,0.458203342307095,1.8326580309369,1.09861228866811,2.62159921386723,6.65534100695192,1.94954605516842,1.70300802712593,0,5.14673389463554,0.288791132109953,6.0265625,15.7549013076389,4.73870157861261,545.7_150.9
4000433,0.142872991375265,1.19019176884339,1.09861228866811,2.62159921386723,6.65534100695192,1.96290590976717,1.62318533500486,0,5.25119963795507,0.359196744798502,6.00520833333333,15.738003893559,4.75093414704825,545.4_150.9
4000561,0.730827928963018,2.65032587526629,1.38629436111989,3.5006624416128,6.68611666842629,1.81566948145707,1.15987825140794,0,5.20697751327672,0.347379711732262,8.78211805555556,13.2055722611111,4.51906748693468,605.1_155.7
4000620,0.773000380887023,0.756794929784299,1.09861228866811,2.43956894628025,6.65135775893756,2.04139427464146,1.47892731370075,0,5.6946744844719,0.640464019349723,6.56892361111111,13.6220788100694,5.7037824746562,643.5_141.9
4000658,0.296083968404581,2.37345514780742,1.09861228866811,2.7461877828724,6.65135775893756,1.93654330603547,1.71260392385836,0,4.59751882612937,0.322904673235512,7.871875,15.1585053708681,3.82682815936492,677.1_136.2
4000713,1.19553269450999,3.61615265520999,0.693147180559945,0.637911849173826,6.47712628335101,2.02871793980706,1.51825427145437,0,5.25425178618456,0.459190819167526,7.40069444444444,12.8979714652778,4.30293833252158,708.3_141.9
4001228,0.716659872960912,1.02217587975899,1.09861228866811,3.05973703469189,6.63495927583532,1.1343915378778,1.56292100830804,0,4.70252758277237,0.265778064050811,9.49149305555556,26.0707574692708,4.232788112844,641.1_112.2
4001519,0.938581937827665,1.83830551982472,0.693147180559945,1.47756087751379,5.85602296838194,1.944514527326,1.71743787766351,41.6666666666667,5.3633611805252,0.334139848804672,8.94791666666667,14.45924690625,4.64010823734938,765.9_140.1
4001520,0.717478996329946,1.45235344023481,0.693147180559945,1.04661717686987,5.90466843603789,1.95655829705521,1.72368924154759,0,5.34683920335719,0.350795067514753,8.94982638888889,14.4509366854688,4.68305672464516,766.2_140.1
4001521,0.559060372829257,2.17658187479185,1.38629436111989,3.38111408181793,6.68225437379134,1.90406590873215,1.6959034481687,0,5.58190880107129,0.31979163002163,8.97829861111111,14.4675108289236,4.40182926197006,766.5_139.2
4001522,0.158968610162413,0.77258246412274,1.09861228866811,2.55780004017133,5.968778276155,1.95393743876849,1.71590106343654,0,5.48939510841474,0.239113932406837,8.94131944444444,14.3985269447917,4.67112815377989,766.2_138.9
4001528,0.985775848333348,3.1138620776042,1.09861228866811,2.55780004017133,5.968778276155,1.87891569085944,1.48597269289546,6.25,5.33205439828625,0.34889665466145,8.47586805555556,13.0859341388889,4.60445564505022,761.4_135.9
4001529,0.622712308764817,2.22819023290624,1.09861228866811,2.55780004017133,5.968778276155,1.94036523824152,1.60494093324402,0,5.3409192255628,0.490307869500805,8.40711805555556,13.0009162757118,4.40748115206302,761.7_135.9
4001532,0.264972082796466,2.22770741763235,1.09861228866811,2.55780004017133,5.968778276155,1.93726976744452,1.54974330853438,4.76190476190476,5.380680250457,0.492242256503828,8.6984375,13.2424378276736,4.65938777189289,759_135.6
4001533,0.425778711172353,2.12485303932879,1.38629436111989,3.55552327321797,6.06337868188074,1.98393086505173,1.653582686272,0,5.35499377098775,0.427844788248412,8.38576388888889,13.2530927489583,4.39444915467244,757.5_136.8
4001534,0.563777050817871,2.35591484062012,1.38629436111989,3.47245356464757,6.57378865129947,1.95142541690315,1.60157769979353,0,5.58507337874766,0.468858193347944,8.17916666666667,13.0842045175347,4.38381075646738,757.2_136.8
4001535,1.22208894393825,3.82569154651969,1.09861228866811,2.55780004017133,5.968778276155,1.8939760898776,1.49482631958477,7.69230769230769,5.53971871541394,0.500030570823725,8.0265625,12.7205277628125,4.47449186234598,756.9_136.8
4001539,0.302817142414202,1.77602736123023,0.693147180559945,1.04661717686987,5.90466843603789,2.02042975807119,1.70241535653245,0,5.2603706111175,0.440573672071251,8.59409722222222,13.4288498128472,4.40976338964548,765.9_138.3
4001540,0.41064417159864,2.08289711585229,1.09861228866811,2.83896124488084,6.53929058541059,1.28672432335524,1.57999046658614,14.2857142857143,4.12577603376629,0.282311021724323,8.50486111111111,12.4134460973785,2.81704048481061,769.2_133.8
4001541,0,0,1.09861228866811,2.83099611656944,6.53929058396508,1.15185032070339,1.56250417022087,0,3.45011950745196,0.176839701977167,8.44375,12.3585725359375,2.3150076129926,769.2_133.8
4001541,1.4529279256252,4.15923231697725,1.09861228866811,2.83896124488084,6.53929058541059,1.4828812717057,1.6158990919854,0,3.91117274962491,0.296166682542302,8.44375,12.3585725359375,2.80336038090654,769.2_133.8
4001542,0,0,0.693147180559945,1.84645384870085,6.47712628335101,1.20154619121913,1.56831342438166,0,3.45011950745196,0.228959309730689,8.4375,12.2911869524306,2.2512917986065,772.5_135
4001542,0.707572140217594,2.51626202850825,0.693147180559945,1.84645384870085,6.47712628335101,1.45578355190494,1.61206931156175,5.26315789473684,4.09112201769757,0.321003953866027,8.4375,12.2911869524306,2.78295150927533,772.5_135
4001543,0.147166313679892,0.906836749550055,0.693147180559945,1.84645384870085,6.47712628335101,1.0971001031565,1.55287099450823,0,3.83919356342011,0.24026012743717,8.47795138888889,12.313536937066,2.77258872223978,773.4_135
4001544,0,0,0.693147180559945,1.84645384870085,6.47712628335101,1.00839153132253,1.54079932502175,0,3.73093823253841,0.272894483006457,8.46649305555556,12.4571259109375,2.21557371600442,772.2_135.3
4001544,0.407579720662021,2.38494879699008,1.09861228866811,2.83896124488084,6.53929058541059,1.25788335698251,1.57523104969147,0,3.66860665374585,0.318434003514688,8.46649305555556,12.4571259109375,2.77258872223978,772.2_135.3
4001545,0,0,0.693147180559945,1.84645384870085,6.47712628335101,1.12842354651067,1.55735863128014,0,3.45011950745196,0.178257192107755,8.48680555555556,12.4892640628472,2.28819635554195,771.9_135.3
4001545,0.290904004722514,2.0226366622752,1.09861228866811,2.83896124488084,6.53929058541059,1.54667426835379,1.62888711011438,33.3333333333333,3.92402567549519,0.306555482074326,8.48680555555556,12.4892640628472,2.76474554477876,771.9_135.3
4001546,0.643521431366489,3.46052387502437,0.693147180559945,1.84645384870085,6.47712628335101,1.00328940959021,1.54013281205278,8.33333333333333,3.90184324968454,0.253263975474351,8.51961805555556,12.544766862066,2.78809290877575,771.9_135.3
4001547,0.123941877604106,0.518162610090001,0.693147180559945,1.84645384870085,6.47712628335101,1.07788507279367,1.5501772055281,0,3.45011950745196,0.158320348854791,8.53298611111111,12.5796948803819,2.21297293430436,771.6_135.3
4001547,0.158288342526125,0.834198339863035,1.09861228866811,2.83896124488084,6.53929058541059,1.53497192024906,1.62657192172575,0,4.0010396726861,0.314641482709556,8.53298611111111,12.5796948803819,2.78638204437212,771.6_135.3
4001548,0,0,0.693147180559945,1.84645384870085,6.47712628335101,1.01150543549128,1.54120756304132,0,3.45011950745196,0.203695851587114,8.53298611111111,12.5806021121528,2.19722457733622,771.6_135.3
4001548,0.869899493775572,4.1487194259504,0.693147180559945,1.84645384870085,6.47712628335101,1.106324311973,1.55418003439758,11.3636363636364,4.18975729950457,0.313326908716337,8.53298611111111,12.5806021121528,2.78037086268184,771.6_135.3
4001593,1.2894278344874,2.32190316238876,1.6094379124341,4.02818699445423,6.73684884545152,1.51120200077763,1.58510019216742,0,4.85705565737323,0.320452490210961,8.77777777777778,13.3404894104167,4.13516655674236,753_135.3
4001596,0.675155820046225,2.13058942390681,1.38629436111989,3.40931896141803,6.24968641483857,1.85706976584782,1.41846339965839,1.61290322580645,5.50524258118758,0.426981237833895,8.82309027777778,13.1546941361111,4.56674915300537,751.5_134.7
4001596,2.02537030888398,1.63441160019673,1.38629436111989,3.40931896141803,6.24968641483857,1.8522545930462,1.41312943568567,0,5.51421609456026,0.407746768868632,8.82309027777778,13.1546941361111,4.59931977230992,751.5_134.7
4001608,0,0,0.693147180559945,1.80184686559795,6.07809635123561,0.99815744862693,1.54767835605156,0,4.91695100729296,0.382996326128611,8.48524305555556,13.2037658765625,2.42774823594805,753.6_135.3
4001608,0.55199492233704,3.52824721051378,1.09861228866811,2.91383701404254,6.63495927583532,1.07429876206016,1.55966099477531,5.26315789473684,3.93822884926027,0.206384010736756,8.48524305555556,13.2037658765625,2.87638551592142,753.6_135.3
4001610,0.110555247502553,0.198808730186284,0.693147180559945,1.84645384870085,6.47712628335101,1.06729024027522,1.5487108399011,0,3.49966157801791,0.216809489008133,8.5765625,13.2511551840278,2.484906649788,753.9_135.3
4001610,0.271793479115345,2.32028157200682,1.09861228866811,2.93758027566041,6.65534100695192,1.15301142929149,1.55585191801838,0,4.24915881144343,0.318300100923089,8.5765625,13.2511551840278,2.89037175789616,753.9_135.3
4001722,0.271789216799945,0.269401584047779,1.09861228866811,2.43135138477988,6.65135775893756,2.01028634608017,1.52382451051059,0,5.6946744844719,0.516975644075084,6.60364583333333,12.177841275,5.7037824746562,722.4_132.3
4001788,1.22937239435832,3.61045821965122,1.38629436111989,3.3187101973809,6.06337868420726,2.03742125501783,1.68864204860996,0,4.71389112395974,0.409343216688272,8.77569444444444,12.8197968836806,4.12174353641022,742.5_132.6
4001789,0.530249584654174,1.80669554380873,1.09861228866811,2.55780004017133,5.968778276155,2.03131834281307,1.66903377852853,0,4.74767284436171,0.385463450457384,8.89357638888889,12.8193806729167,4.12428402682074,743.4_132
4001792,0.700462738711438,0.782145436850334,0.693147180559945,0.637911849173826,6.47712628335101,2.0294376206657,1.51610857873962,0,4.87080104289297,0.52976222817565,8.44618055555556,12.2173382185764,4.93127136834382,739.8_128.1
4001805,0.618663237301198,1.55340550730686,1.38629436111989,3.47245356464757,6.57378865129947,1.80966978159738,1.6582344882463,0,4.59808169218001,0.330847613054835,8.68003472222222,12.7687271366319,4.21130421372328,745.2_132.9
4001808,0.462564733687443,1.8606332251899,1.09861228866811,2.55780004017133,5.968778276155,1.95864360592154,1.71417156761561,0,5.4894572600803,0.294899434359013,8.16354166666667,13.1668354520139,4.35742082387168,741.6_134.4
4001836,0.741898323405466,2.69592661602122,1.09861228866811,2.75860729489376,6.51379686570673,1.64929571660675,1.64535662609794,27.2727272727273,4.69537865272783,0.310432964339543,8.73524305555556,8.6750131109375,4.06535702534885,761.4_117
4001869,0.25817291090392,1.32643816020585,0.693147180559945,1.04661717686987,5.90466843603789,2.0778759792962,1.68165382519294,11.1111111111111,5.17056648630565,0.505445165534117,8.2546875,10.1848934817708,4.2297491992283,771.9_127.5
4001870,0.6862195365543,2.42142604349854,0.693147180559945,1.04661717686987,5.90466843603789,2.08771870984708,1.6779299797931,5,5.32570267246241,0.464583398354895,8.21458333333333,10.1195325560764,4.26923114052854,772.2_127.5
4001872,0.515413799924613,1.0396845120176,0.693147180559945,1.04661717686987,5.90466843603789,2.07386818621049,1.6831557138205,0,5.26657306942104,0.497141995112336,8.33177083333333,10.2054739602431,4.28530921517208,772.8_127.5
4001877,0.660386110873623,2.1783319873838,1.09861228866811,2.55780004017133,5.968778276155,2.13793256889349,1.64173234771022,0,4.80772434533889,0.357580707483132,8.71319444444444,8.9466456953125,4.19827548507033,772.8_117.6
4001879,0.392239792214544,1.8644178985092,1.09861228866811,2.3831290361622,6.00522736603537,2.13110568243058,1.66738252085717,0,4.36182493481177,0.3298486297403,8.64010416666667,8.81820846875,4.29804097860079,772.5_117.9
4001881,0.416280995477847,1.50519873064631,0.693147180559945,1.04661717686987,5.90466843603789,2.12999937253235,1.66134279687855,6.66666666666667,4.97810719009966,0.390469906401458,8.553125,8.72168838194444,4.31748811353631,771.9_115.2
4001882,1.22699486754666,1.77050618756952,1.09861228866811,2.55780004017133,5.968778276155,2.1331715196053,1.6514183469579,18.1818181818182,5.15442738781738,0.337870648455366,8.56111111111111,8.76652615850695,4.32413265625498,772.2_115.2
4001883,0.392177797713766,1.51941565479804,1.6094379124341,4.01173784194246,6.14169681210811,2.17378852932431,1.64685184295763,0,5.01417026531099,0.385328581856758,8.58524305555556,8.76002794947917,4.34120464015363,772.5_115.2
4001884,0.467638800672454,1.55616849786933,1.38629436111989,3.3187101973809,6.06337868420726,2.12340962014642,1.63645087033261,18.1818181818182,4.92204890026712,0.375769285405539,8.59635416666667,8.77767487222222,4.35670882668959,772.8_115.2
4001885,0.281394531098977,1.5398713813777,0.693147180559945,1.04661717686987,5.90466843603789,2.15264197422465,1.65204766188899,0,4.86788192771089,0.34861956061496,8.59045138888889,8.83514272586806,4.35119917087862,771.9_117.9
4001932,0.387540353291171,1.27787921665993,1.38629436111989,3.47245356464757,6.57378865129947,1.97371206363095,1.57623050040986,9.09090909090909,5.47277269656311,0.444907208286628,8.57118055555556,11.3019125625,4.33822401201549,766.5_129.9
4001933,0.899556745608365,2.04886135802213,1.09861228866811,2.55780004017133,5.968778276155,2.01912841710669,1.53761769645642,8.69565217391304,5.30299189962475,0.404931201628536,8.50625,11.241996450625,4.43319492124828,766.5_129.9
4001934,1.44738768174607,2.92877051163468,1.09861228866811,2.55780004017133,5.968778276155,2.02650816948585,1.55370856536149,22.2222222222222,5.32160276925246,0.39580079000816,8.44427083333333,10.9721541456597,4.39581995680622,766.5_129.6
4001935,0.230543412076489,0.988803608174582,1.09861228866811,2.55780004017133,5.968778276155,2.08763967058564,1.62824800279181,14.2857142857143,5.2607038445153,0.401183994079884,8.46284722222222,10.9555103564236,4.36786432086138,766.8_129.6
4001938,0.881763741918828,1.77717504380972,1.09861228866811,2.83896124488084,6.53929058541059,1.55672780906102,1.62397204803532,31.0344827586207,5.21555396997375,0.322214629470357,8.50659722222222,12.0263793534375,4.0842942263686,763.5_130.8
4001939,1.35718849314652,2.18691714327836,1.09861228866811,2.83896124488084,6.53929058541059,1.38468844716896,1.59625205156055,84.2105263157895,5.22956501057768,0.268077382045095,8.565625,12.0703788444444,4.06997597120514,763.5_130.8
4001971,0.322460913286071,1.14698828891158,1.09861228866811,2.55780004017133,5.968778276155,2.00909317502112,1.64098970077519,15.3846153846154,5.55645026123838,0.387936713727829,9.25243055555556,13.7629665096354,4.78005676429453,779.1_134.4
4001972,0.0680928013919613,0.405018001223012,0.693147180559945,1.04661717686987,5.90466843603789,2.10308887804758,1.67201265687702,0,5.4756249922494,0.34553815285324,9.21979166666667,13.6355654246528,4.75645963353431,779.4_134.1
4001977,0.365095189924014,1.28208000469552,1.09861228866811,2.78659410450285,6.53929058541059,2.06964406787051,1.69554792927611,23.0769230769231,5.36249975818672,0.442153444113419,9.0421875,13.0271412362847,4.52540521751923,778.5_133.8
4001983,0.533196776251033,0.902669955526791,1.38629436111989,3.48759524919868,6.57378865129947,1.89354022504798,1.81090840381031,0,5.19634279259947,0.421406591206778,9.3578125,13.3309545984375,4.33073334028633,780_132.9
4001984,0.292376974304298,1.35428482323269,1.38629436111989,3.53485564020758,6.66635878796043,1.80537494586893,1.94783946978681,0,4.99755246199602,0.360749163111237,9.42118055555556,13.3834805992882,4.70727540892525,780.3_132.6
4001985,1.16390649319731,1.58688427370315,1.38629436111989,3.60567795717008,6.80312455362924,1.84014461837506,1.93311535000537,20,4.95240362592023,0.3825341127033,9.42170138888889,13.4397227729167,4.70953020131233,780.3_132.9
4001986,0.0976562304226047,1.54182309660025,1.09861228866811,2.55780004017133,5.968778276155,1.98817299701362,1.70078791917314,0,5.36202849560759,0.514270193252739,9.16423611111111,13.0045888273264,4.7735055008073,779.4_132.9
4001987,0.65338645114762,2.21010425453398,1.09861228866811,2.55780004017133,5.968778276155,2.01578531635043,1.69023137933467,5.45454545454545,5.53044178810757,0.390103379561026,9.10694444444444,12.8480951767014,4.68705734546027,779.4_132.9
4001989,0.205807481573883,1.0705351867301,1.38629436111989,3.48759524919868,6.57378865129947,2.01530515182536,1.70490199752413,0,5.50297517112574,0.380342247124013,9.08177083333333,12.3004724892361,4.73017851819792,779.1_132
4001990,0.160281230045711,1.00579160672085,1.09861228866811,2.55780004017133,5.968778276155,2.05204682130851,1.67989406427984,22.2222222222222,5.6946744844719,0.3744132078506,9.11527777777778,12.3445255959375,4.77385755150624,779.4_132
4001991,0.491058114174625,1.34686896632724,0.693147180559945,1.04661717686987,5.90466843603789,2.00769605571876,1.70680271271325,35.7142857142857,5.56373938986503,0.292849037464823,9.08003472222222,12.3001498402778,4.83164152739498,779.4_132
4001994,0.743889972612222,0.982502718953415,1.09861228866811,2.55780004017133,5.968778276155,1.96540780765943,1.65058971885543,0,5.6946744844719,0.521149766212659,9.17569444444444,12.4934959848611,4.78122212976845,780.3_132.3
4001996,0.759862986009507,2.43128694817016,1.38629436111989,3.48759524919868,6.57378865129947,2.01606194753915,1.73111711405771,0,5.62187916429299,0.427085653988731,9.23958333333333,12.4450201762153,4.74144780428064,780.6_131.7
4001999,0.321412925237974,0.316983526167858,1.09861228866811,2.55780004017133,5.968778276155,1.95791897187275,1.67029466922657,0,4.99364078225272,0.333161905535078,9.28159722222222,13.8421872126736,4.66657881411673,779.4_134.4
4002000,0.404029780271853,1.65666468943581,0.693147180559945,1.04661717686987,5.90466843603789,1.99564947612626,1.71088488741721,50,4.85089313535759,0.471551817760068,9.26996527777778,13.6862388814236,4.68477323658706,779.1_133.8
4002005,0.183741611241583,0.919479892657304,0.693147180559945,1.04661717686987,5.90466843603789,2.05800352284763,1.68902049858769,0,4.68478457489917,0.325078133937385,9.26371527777778,13.7567565934028,4.71849887129509,779.4_134.1
4002021,0.0902602198977642,0.948574178547823,1.09861228866811,2.55780004017133,5.968778276155,2.01389236823462,1.68641107942678,0,5.00503080047203,0.344417193574634,9.33246527777778,13.7036907404514,4.69409639518249,780_133.8
4002022,0.217982186519206,1.80669554380873,1.09861228866811,2.55780004017133,5.968778276155,2.0453807737853,1.66576005801993,25,4.82296545218354,0.359551240758297,9.25815972222222,13.6106831884201,4.72517297838279,779.7_133.8
4002083,0.803057937521801,0.552994355602032,0.693147180559945,1.04661717686987,5.90466843603789,2.0584259857707,1.68886596862829,0,4.89944134877821,0.600269695273029,8.88159722222222,8.78582724223958,4.43970574626056,782.1_118.5
4002085,0.373988162347938,1.75358464342372,0.693147180559945,1.04661717686987,5.90466843603789,2.07165362335973,1.6839820628782,0,5.12382303545809,0.418318391045982,8.85173611111111,8.79690830457465,4.41334910580292,781.8_118.8
4002087,0.875544296853104,1.70020902353573,0.693147180559945,1.04661717686987,5.90466843603789,2.18637116749261,1.63763535746863,40.9090909090909,5.00662196177749,0.312868382944451,8.82777777777778,8.79199751388889,4.39753082120985,780.6_117.9
4002089,0,0,1.38629436111989,3.72489098045292,6.67513093918748,1.21552196999644,1.54073031557218,0,4.40705819111247,0.312957282543881,9.22048611111111,8.84978128559028,2.58668934409794,787.5_119.1
4002089,0.013354965842205,0.190296969009562,1.6094379124341,4.12494867604799,6.72640939166788,1.27638640475936,1.5353811143492,0,3.75989998288432,0.303682976330094,9.22048611111111,8.84978128559028,2.86931834869833,787.5_119.1
4002091,0.0914268695589415,0.411536601693585,0.693147180559945,2.06846761982625,6.47712628335101,1.01130104659359,1.53919319702844,100,3.65294616900039,0.2046834725544,9.16927083333333,8.82401031892361,2.484906649788,787.2_118.8
4002091,0.309434806833708,1.99569389176941,0.693147180559945,2.06846761982625,6.47712628335101,1.10865592264109,1.54371881129577,0,4.05469092596076,0.235173244804327,9.16927083333333,8.82401031892361,2.87356463957978,787.2_118.8
4002110,0.524984141254248,2.51118176496984,1.38629436111989,3.48759524919868,6.57378865129947,1.79072604303788,1.42228299395631,0,5.50326293796562,0.364260450193579,9.03385416666667,14.1301805368056,4.43779519422478,815.7_59.1
4002113,0.545672055440916,1.68220174137311,1.09861228866811,2.55780004017133,5.968778276155,1.93238893454343,1.45639428140537,0,5.12230339525325,0.37513643223149,7.22864583333333,14.3226420409722,5.08883014168131,812.4_61.2
4002114,0.175541018904246,0.605818095867849,1.09861228866811,2.55780004017133,5.968778276155,1.97838937673817,1.54425358297185,0,4.97087887968306,0.445076147878239,7.22864583333333,14.3227802180556,5.06417606102429,812.4_61.2
4002117,0.109593561873178,0.372654650174675,1.6094379124341,3.70338808640266,6.7102464353717,2.00970961800273,1.48749889728774,0,4.66962683164631,0.431712005031474,7.24479166666667,12.8980425052083,4.18433760074881,816.9_62.7
4002118,0.0325084051509661,0.313568590437807,1.38629436111989,3.06663534780589,6.70383805045217,2.04695228680056,1.47686739330675,0,5.00924967510402,0.41057020026522,7.16284722222222,13.9068932371528,4.24397375733051,812.4_61.8
4002151,0.0244357300646092,0.330529034926053,1.79175946922806,4.26616312362599,6.73857952425889,1.86015284308268,1.43848517929811,0,4.43054914930417,0.377626869426211,7.15381944444444,13.8305644020833,3.82319179172153,836.7_50.1
4002153,0.0908973698990345,0.533472833413939,1.79175946922806,4.24843170678606,6.862336779408,1.82516435234774,1.46939124308282,0,4.46269900652412,0.332488932255322,7.19427083333333,14.1039043139583,3.7944672166765,836.7_50.4
4002154,0.274939545490949,0.456595822048944,1.38629436111989,3.07156846763132,6.57378865129947,2.04403161046028,1.66736643520711,0,5.65347653297576,0.415084170337382,7.54861111111111,13.8896723459549,5.5639729120996,839.4_52.8
4002156,0.453061556833401,1.61804669177402,1.09861228866811,1.95233219151857,6.53929058541059,2.07243845012466,1.48456198953545,0,4.55636003926469,0.322304314441301,7.26770833333333,13.3019827934028,4.21106883653024,833.7_55.5
4002157,0.317778379543632,1.36792371868788,1.38629436111989,3.36821558117091,6.59385682332432,2.05993707795277,1.47034299867059,0,4.6064815824189,0.311665399576507,7.21493055555556,13.1643153668403,4.20788580997012,833.7_55.5
4002286,1.47854249499835,2.87943055643201,0.693147180559945,1.47756087751379,5.85602296838194,1.91265900298081,1.6262424767314,0,4.56544058578453,0.252382212765478,9.65381944444444,23.4142310704861,4.50976000118343,773.7_34.8
4002287,0.269670167588798,1.81294378108611,1.09861228866811,2.71705764673974,6.16574307655099,1.84371230180434,1.32131686989364,0,4.65773185295597,0.402853058422857,9.64774305555556,23.3755745401042,4.4188406077966,773.7_34.8
4002349,0.293270632123022,0.998831102132147,1.6094379124341,4.38889012602213,6.83659803407081,2.02522492884814,1.91330155326515,0,5.6946744844719,0.527662406431794,10.3526041666667,2.43887999991319,4.99721227376412,1009.2_0.9
4002450,0.0190093404488723,0.132201731239723,1.09861228866811,2.84109173706039,5.8640611286096,1.80059159737243,1.22714968051665,0,3.96398300055808,0.428894865608483,9.025,19.8796589777778,4.18965474202643,819.6_25.2
4002493,0.519645268385738,2.83103941572024,1.38629436111989,3.07156846763132,6.57378865129947,1.96446627888356,1.66152837127508,0,4.62294818342872,0.304004939521085,8.71579861111111,17.2132914201389,4.04158820978279,852.3_33.3
4002601,0.325847069600171,3.46976676229844,1.38629436111989,3.47245356464757,6.57378865129947,1.76221646118352,1.18491938628209,0,5.06543958616483,0.415225710319149,8.05069444444444,9.70453942217014,4.0349211417513,786_104.4
4002602,0.444541107016394,3.07763050304015,1.38629436111989,3.47245356464757,6.57378865129947,1.68048777898297,1.18700544634208,0,5.2327150401898,0.392499090067389,8.05069444444444,9.70379289439236,4.07753744390572,786_104.4
4002603,0.496375060778298,3.52051199058207,1.09861228866811,2.92574629777687,6.53929058541059,1.68155753700599,1.17691871210644,0,4.95138765476094,0.364959181933873,8.05069444444444,9.70389706105903,4.074926476365,786_104.4
4002738,0.441857057429584,2.14725608879376,1.09861228866811,2.55780004017133,5.968778276155,2.03292401047414,1.50624009665827,25,5.6946744844719,0.547031429710168,9.44861111111111,7.92479363680556,4.72959776436314,854.1_72.9
4002741,0.153335224891149,1.03470382707709,1.09861228866811,2.55780004017133,5.968778276155,2.08255704092883,1.55817144824658,0,5.15866048933274,0.521325099347638,9.52152777777778,8.23975690538195,4.87519732320115,852.6_72.9
4002743,0.0295920427282881,0.890917353851306,1.38629436111989,3.17543298049706,6.57378865129947,1.98883649992473,1.63290836909546,0,5.02735712519167,0.56099421519578,9.5140625,8.22674058072917,4.77596725693009,852.6_72.6
